applicant_id,gender,age,age_group,race,income,coapplicant_income,credit_score,loan_amount,loan_term,employment_years,home_ownership,education,self_employed,dependents,property_area,dti,loan_status
L04140,Female,54,Middle-aged,Asian,40900.0,15100.0,563,224700.0,360,11.1,Own,Graduate,No,2,Rural,0.289,0
L04141,Male,34,Middle-aged,Caucasian,34400.0,0.0,733,177100.0,360,7.9,Mortgage,Graduate,No,0,Semiurban,0.37,1
L04142,Male,50,Middle-aged,Caucasian,25600.0,0.0,555,106100.0,360,6.0,Own,Graduate,No,2,Urban,0.298,0
L04143,Male,23,Young,Asian,60200.0,0.0,658,249300.0,360,4.3,Rent,Graduate,No,0,Urban,0.298,0
L04144,Female,43,Middle-aged,African American,35200.0,10400.0,569,133000.0,360,4.9,Mortgage,Graduate,No,1,Semiurban,0.21,0
L04145,Female,18,Young,Hispanic,28400.0,0.0,580,110100.0,360,11.5,Mortgage,Graduate,No,0,Rural,0.279,0
L04146,Female,37,Middle-aged,African American,48000.0,0.0,562,236100.0,360,4.8,Mortgage,Graduate,No,0,Semiurban,0.354,0
L04147,Male,46,Middle-aged,African American,33100.0,24000.0,544,151700.0,360,12.4,Own,Graduate,No,1,Semiurban,0.191,1
L04148,Male,34,Middle-aged,Asian,46500.0,26600.0,642,307300.0,360,4.8,Mortgage,Graduate,No,1,Rural,0.302,1
L04149,Female,28,Young,Caucasian,41400.0,23100.0,622,241800.0,360,8.7,Rent,Graduate,No,0,Rural,0.27,1
L04150,Female,51,Middle-aged,Asian,36200.0,22300.0,697,189800.0,360,6.2,Mortgage,Undergraduate,No,0,Rural,0.233,1
L04151,Male,39,Middle-aged,African American,43100.0,0.0,613,182300.0,180,10.4,Mortgage,Graduate,No,0,Semiurban,0.428,0
L04152,Male,35,Middle-aged,Caucasian,77700.0,0.0,770,259400.0,360,3.5,Mortgage,Undergraduate,No,2,Urban,0.24,1
L04153,Female,41,Middle-aged,Caucasian,26400.0,12900.0,621,116100.0,360,6.8,Mortgage,Undergraduate,Yes,0,Semiurban,0.213,0
L04154,Male,72,Senior,Caucasian,59600.0,0.0,712,217200.0,360,8.7,Mortgage,Graduate,No,1,Rural,0.262,1
L04155,Male,54,Middle-aged,African American,42000.0,20500.0,556,204600.0,180,9.2,Own,Graduate,No,0,Semiurban,0.331,0
L04156,Male,54,Middle-aged,Caucasian,52100.0,18500.0,608,313500.0,360,14.0,Mortgage,Undergraduate,No,3+,Semiurban,0.319,0
L04157,Male,46,Middle-aged,Hispanic,62500.0,0.0,673,239200.0,360,11.2,Rent,Undergraduate,Yes,0,Semiurban,0.275,1
L04158,Female,42,Middle-aged,Caucasian,42500.0,0.0,614,177600.0,360,3.9,Rent,Graduate,No,0,Semiurban,0.301,1
L04159,Female,18,Young,African American,38600.0,0.0,592,129900.0,360,3.4,Own,Graduate,No,0,Rural,0.242,0
L04160,Female,32,Middle-aged,Caucasian,55500.0,0.0,566,258400.0,360,11.7,Own,Graduate,No,2,Urban,0.335,1
L04161,Male,35,Middle-aged,African American,32100.0,0.0,608,136800.0,360,7.8,Rent,Graduate,No,3+,Semiurban,0.307,1
L04162,Male,18,Young,African American,44200.0,37700.0,592,256600.0,180,0.3,Mortgage,Graduate,No,2,Semiurban,0.317,0
L04163,Male,27,Young,African American,35500.0,0.0,521,182200.0,360,3.3,Rent,Graduate,No,1,Rural,0.369,0
L04164,Male,18,Young,Asian,46500.0,26600.0,625,303700.0,360,4.1,Mortgage,Graduate,No,0,Semiurban,0.299,1
L04165,Female,40,Middle-aged,Hispanic,32300.0,0.0,506,144800.0,360,4.2,Mortgage,Graduate,Yes,0,Urban,0.323,0
L04166,Male,50,Middle-aged,Caucasian,59200.0,0.0,656,300400.0,360,10.5,Mortgage,Graduate,No,3+,Semiurban,0.365,1
L04167,Male,54,Middle-aged,Caucasian,50600.0,0.0,750,216100.0,360,10.4,Own,Graduate,No,1,Semiurban,0.307,1
L04168,Male,45,Middle-aged,African American,45900.0,19200.0,668,272900.0,360,5.2,Mortgage,Graduate,Yes,0,Urban,0.302,1
L04169,Male,29,Young,Caucasian,48700.0,0.0,645,191000.0,360,5.6,Own,Graduate,No,1,Urban,0.282,1
L04170,Male,18,Young,Caucasian,25800.0,0.0,516,82400.0,360,8.3,Mortgage,Graduate,No,0,Urban,0.23,0
L04171,Male,19,Young,Caucasian,49600.0,52200.0,697,405500.0,360,2.5,Rent,Graduate,No,2,Urban,0.287,1
L04172,Female,25,Young,Caucasian,42700.0,0.0,677,144000.0,360,2.5,Mortgage,Graduate,No,1,Rural,0.243,1
L04173,Male,30,Middle-aged,Caucasian,54000.0,0.0,560,192600.0,360,7.8,Own,Undergraduate,No,0,Semiurban,0.257,1
L04174,Male,39,Middle-aged,Asian,38700.0,0.0,583,130300.0,360,3.5,Rent,Graduate,No,0,Semiurban,0.242,0
L04175,Female,28,Young,Caucasian,25800.0,0.0,660,97000.0,360,10.4,Own,Graduate,No,2,Urban,0.27,1
L04176,Female,45,Middle-aged,Caucasian,53500.0,0.0,741,195300.0,360,18.4,Mortgage,Graduate,No,0,Rural,0.263,1
L04177,Female,38,Middle-aged,Caucasian,37300.0,0.0,533,162300.0,360,19.7,Rent,Undergraduate,No,0,Rural,0.313,0
L04178,Female,41,Middle-aged,Hispanic,39400.0,0.0,555,206500.0,180,6.3,Mortgage,Graduate,Yes,0,Semiurban,0.531,0
L04179,Male,54,Middle-aged,Hispanic,39400.0,19300.0,626,155000.0,360,10.3,Rent,Graduate,Yes,0,Urban,0.19,1
L04180,Male,26,Young,African American,39100.0,29100.0,463,259500.0,360,10.9,Mortgage,Undergraduate,No,0,Semiurban,0.274,0
L04181,Male,46,Middle-aged,Caucasian,41000.0,20300.0,625,170400.0,360,5.5,Mortgage,Graduate,No,1,Semiurban,0.2,1
L04182,Female,40,Middle-aged,Hispanic,25000.0,49800.0,674,157000.0,360,3.4,Rent,Graduate,No,3+,Semiurban,0.151,1
L04183,Female,36,Middle-aged,African American,38500.0,0.0,521,170800.0,360,5.1,Mortgage,Undergraduate,No,2,Semiurban,0.319,0
L04184,Male,51,Middle-aged,Asian,38500.0,23000.0,637,252100.0,360,15.7,Mortgage,Graduate,No,1,Urban,0.295,1
L04185,Male,51,Middle-aged,Asian,52300.0,0.0,606,177600.0,360,8.5,Mortgage,Undergraduate,No,2,Semiurban,0.244,1
L04186,Female,29,Young,Caucasian,49100.0,23300.0,704,231900.0,360,5.4,Mortgage,Undergraduate,No,2,Urban,0.23,1
L04187,Male,38,Middle-aged,Caucasian,38800.0,0.0,576,131100.0,360,8.9,Mortgage,Graduate,No,1,Rural,0.243,0
L04188,Female,44,Middle-aged,Caucasian,25700.0,0.0,700,129500.0,180,8.2,Own,Graduate,No,0,Rural,0.51,0
L04189,Female,37,Middle-aged,Caucasian,110000.0,20500.0,630,436400.0,180,3.1,Mortgage,Graduate,No,0,Rural,0.339,1
L04190,Female,48,Middle-aged,Asian,33700.0,24300.0,668,186700.0,360,8.6,Mortgage,Graduate,No,0,Urban,0.232,1
L04191,Female,44,Middle-aged,Hispanic,47200.0,40100.0,641,343800.0,180,9.1,Own,Graduate,No,3+,Semiurban,0.399,0
L04192,Female,62,Senior,African American,69200.0,0.0,663,293700.0,180,11.7,Own,Graduate,No,0,Semiurban,0.43,1
L04193,Male,22,Young,Caucasian,67200.0,0.0,562,342600.0,360,7.1,Mortgage,Undergraduate,Yes,2,Urban,0.367,0
L04194,Female,39,Middle-aged,Caucasian,36900.0,0.0,630,187600.0,120,6.8,Rent,Undergraduate,Yes,2,Rural,0.677,0
L04195,Female,30,Middle-aged,Caucasian,40600.0,0.0,574,164000.0,360,13.3,Mortgage,Graduate,No,1,Semiurban,0.291,1
L04196,Male,48,Middle-aged,Caucasian,35100.0,0.0,581,151300.0,360,7.6,Mortgage,Graduate,Yes,0,Rural,0.31,1
L04197,Male,21,Young,Caucasian,69800.0,0.0,698,245600.0,360,4.1,Mortgage,Graduate,No,0,Urban,0.253,1
L04198,Male,45,Middle-aged,African American,49200.0,0.0,662,257300.0,360,11.6,Rent,Graduate,No,2,Semiurban,0.376,0
L04199,Male,33,Middle-aged,Caucasian,39900.0,0.0,643,144700.0,360,11.2,Mortgage,Graduate,No,1,Rural,0.261,1
L04200,Female,32,Middle-aged,Hispanic,24200.0,33600.0,566,200600.0,360,7.3,Rent,Undergraduate,No,0,Semiurban,0.25,0
L04201,Female,23,Young,Caucasian,24600.0,22300.0,566,135200.0,360,1.4,Mortgage,Graduate,No,0,Semiurban,0.207,1
L04202,Male,35,Middle-aged,Asian,72700.0,0.0,618,269300.0,360,4.6,Own,Graduate,No,0,Urban,0.267,1
L04203,Male,54,Middle-aged,Caucasian,51400.0,0.0,665,166200.0,360,5.5,Mortgage,Graduate,No,0,Rural,0.233,1
L04204,Female,40,Middle-aged,Caucasian,45400.0,0.0,657,193400.0,180,5.1,Rent,Graduate,No,1,Urban,0.431,0
L04205,Male,48,Middle-aged,Asian,35300.0,0.0,621,125300.0,120,8.7,Mortgage,Graduate,No,0,Rural,0.473,0
L04206,Male,60,Senior,African American,21800.0,51600.0,582,164400.0,360,14.5,Mortgage,Undergraduate,No,3+,Semiurban,0.161,1
L04207,Female,44,Middle-aged,Caucasian,61200.0,34100.0,683,278600.0,360,8.3,Rent,Graduate,No,3+,Rural,0.21,1
L04208,Male,34,Middle-aged,Caucasian,49900.0,17700.0,615,211500.0,360,2.6,Mortgage,Graduate,Yes,1,Semiurban,0.225,1
L04209,Male,46,Middle-aged,Caucasian,70500.0,0.0,561,291500.0,360,5.7,Rent,Graduate,Yes,2,Rural,0.297,1
L04210,Male,34,Middle-aged,African American,33600.0,11000.0,472,152700.0,360,6.7,Mortgage,Graduate,No,2,Semiurban,0.246,0
L04211,Male,34,Middle-aged,Hispanic,40100.0,0.0,623,127100.0,180,8.6,Mortgage,Graduate,No,2,Rural,0.321,1
L04212,Female,22,Young,Caucasian,55400.0,0.0,550,233000.0,360,10.7,Rent,Graduate,No,0,Urban,0.303,0
L04213,Male,52,Middle-aged,Caucasian,65700.0,0.0,679,313500.0,360,22.3,Rent,Graduate,No,0,Semiurban,0.343,1
L04214,Male,36,Middle-aged,Hispanic,60700.0,17900.0,579,301500.0,360,13.8,Mortgage,Graduate,No,0,Rural,0.276,1
L04215,Female,43,Middle-aged,Caucasian,37000.0,0.0,625,192100.0,360,6.9,Rent,Undergraduate,No,3+,Urban,0.374,0
L04216,Female,28,Young,African American,40700.0,0.0,574,131200.0,180,8.4,Mortgage,Graduate,No,2,Semiurban,0.326,0
L04217,Male,46,Middle-aged,Caucasian,76400.0,27100.0,758,440400.0,360,5.6,Mortgage,Undergraduate,No,0,Semiurban,0.306,1
L04218,Male,31,Middle-aged,Caucasian,47000.0,0.0,664,194500.0,360,2.3,Rent,Undergraduate,No,0,Semiurban,0.298,1
L04219,Female,39,Middle-aged,Caucasian,33900.0,0.0,689,141500.0,180,3.4,Own,Graduate,No,1,Semiurban,0.423,1
L04220,Male,51,Middle-aged,Caucasian,83900.0,0.0,668,349700.0,180,6.3,Mortgage,Undergraduate,Yes,0,Urban,0.422,1
L04221,Male,50,Middle-aged,Caucasian,37700.0,0.0,677,140700.0,360,5.0,Mortgage,Graduate,No,0,Urban,0.269,1
L04222,Female,40,Middle-aged,African American,41000.0,29700.0,621,212000.0,360,12.8,Rent,Graduate,No,2,Urban,0.216,1
L04223,Female,19,Young,African American,31100.0,0.0,664,137500.0,180,3.5,Own,Undergraduate,No,0,Semiurban,0.448,0
L04224,Female,75,Senior,African American,20000.0,0.0,647,62000.0,120,16.9,Rent,Graduate,No,0,Urban,0.413,0
L04225,Female,61,Senior,African American,50000.0,0.0,570,216200.0,360,20.5,Mortgage,Graduate,No,3+,Semiurban,0.311,0
L04226,Female,49,Middle-aged,Caucasian,20000.0,43500.0,492,200000.0,120,30.2,Own,Graduate,No,2,Semiurban,0.42,0
L04227,Male,31,Middle-aged,Caucasian,22200.0,0.0,687,84400.0,120,15.8,Rent,Undergraduate,No,0,Semiurban,0.506,0
L04228,Female,39,Middle-aged,Asian,51500.0,12700.0,651,203300.0,360,9.5,Mortgage,Graduate,No,3+,Semiurban,0.228,1
L04229,Male,34,Middle-aged,Caucasian,60500.0,0.0,655,210500.0,180,5.3,Mortgage,Undergraduate,No,3+,Semiurban,0.352,1
L04230,Male,56,Senior,Caucasian,38000.0,0.0,726,121000.0,360,10.3,Mortgage,Graduate,No,0,Urban,0.229,1
L04231,Female,44,Middle-aged,Caucasian,44200.0,17700.0,525,171700.0,360,12.4,Rent,Graduate,No,0,Rural,0.2,0
L04232,Female,31,Middle-aged,Caucasian,20000.0,0.0,563,67500.0,360,13.3,Rent,Graduate,No,0,Urban,0.243,0
L04233,Male,35,Middle-aged,Caucasian,65000.0,0.0,613,197800.0,360,18.2,Rent,Undergraduate,Yes,3+,Semiurban,0.219,1
L04234,Female,54,Middle-aged,Asian,46000.0,0.0,685,165600.0,360,12.0,Mortgage,Graduate,No,2,Urban,0.259,1
L04235,Male,60,Senior,Hispanic,43300.0,0.0,606,159800.0,180,10.2,Mortgage,Graduate,No,0,Semiurban,0.374,1
L04236,Male,59,Senior,Hispanic,44500.0,0.0,575,233100.0,360,23.4,Rent,Undergraduate,No,0,Semiurban,0.377,0
L04237,Male,50,Middle-aged,Hispanic,53700.0,12200.0,568,315000.0,360,20.7,Mortgage,Undergraduate,No,1,Urban,0.344,0
L04238,Female,37,Middle-aged,Hispanic,36300.0,11300.0,676,144800.0,360,6.1,Rent,Graduate,No,0,Urban,0.219,1
L04239,Female,18,Young,Caucasian,20000.0,0.0,521,69600.0,360,5.2,Rent,Graduate,No,1,Urban,0.25,0
L04240,Male,44,Middle-aged,Caucasian,118000.0,0.0,650,484600.0,360,12.2,Own,Graduate,No,0,Semiurban,0.295,1
L04241,Female,40,Middle-aged,Asian,67400.0,16100.0,674,253400.0,360,6.1,Mortgage,Graduate,No,0,Semiurban,0.218,1
L04242,Male,42,Middle-aged,Caucasian,29300.0,0.0,567,121100.0,120,12.4,Rent,Undergraduate,No,0,Urban,0.551,0
L04243,Female,41,Middle-aged,Caucasian,36300.0,0.0,511,141500.0,120,4.0,Mortgage,Undergraduate,No,3+,Urban,0.519,0
L04244,Male,25,Young,Caucasian,44600.0,26500.0,501,219100.0,360,4.3,Mortgage,Graduate,No,3+,Semiurban,0.222,0
L04245,Male,47,Middle-aged,Caucasian,75500.0,32400.0,650,450100.0,120,7.6,Mortgage,Graduate,No,3+,Rural,0.556,1
L04246,Female,48,Middle-aged,Caucasian,20000.0,13700.0,640,132800.0,360,10.3,Mortgage,Graduate,No,3+,Semiurban,0.284,0
L04247,Male,49,Middle-aged,Caucasian,40200.0,14700.0,616,250900.0,360,5.3,Mortgage,Undergraduate,No,0,Semiurban,0.329,1
L04248,Male,52,Middle-aged,Caucasian,24200.0,9000.0,646,101600.0,360,5.6,Mortgage,Undergraduate,Yes,2,Semiurban,0.22,1
L04249,Female,48,Middle-aged,Hispanic,32800.0,0.0,524,164000.0,360,16.0,Mortgage,Graduate,Yes,0,Urban,0.36,1
L04250,Female,36,Middle-aged,Caucasian,34500.0,24500.0,511,200300.0,360,4.5,Mortgage,Graduate,No,2,Rural,0.244,0
L04251,Male,40,Middle-aged,Hispanic,45500.0,0.0,754,197100.0,360,5.3,Rent,Graduate,No,0,Urban,0.312,1
L04252,Male,42,Middle-aged,Caucasian,38500.0,0.0,690,193100.0,360,11.1,Rent,Undergraduate,No,0,Rural,0.361,1
L04253,Male,42,Middle-aged,Caucasian,36300.0,0.0,661,185900.0,360,6.3,Mortgage,Graduate,No,0,Rural,0.368,1
L04254,Male,52,Middle-aged,Caucasian,62800.0,15300.0,611,328900.0,120,14.0,Mortgage,Graduate,No,0,Semiurban,0.561,0
L04255,Male,48,Middle-aged,Caucasian,58800.0,0.0,627,222400.0,360,7.1,Own,Graduate,No,1,Urban,0.272,1
L04256,Female,65,Senior,African American,39700.0,50600.0,652,273500.0,360,14.2,Own,Graduate,No,1,Semiurban,0.218,1
L04257,Female,67,Senior,Asian,38800.0,27000.0,733,233200.0,360,11.1,Own,Undergraduate,Yes,2,Rural,0.255,1
L04258,Male,41,Middle-aged,Asian,39000.0,0.0,639,189700.0,360,17.2,Own,Undergraduate,No,0,Rural,0.35,1
L04259,Male,18,Young,Hispanic,42100.0,20200.0,615,236900.0,360,2.0,Rent,Graduate,No,1,Semiurban,0.274,0
L04260,Male,55,Middle-aged,Caucasian,59900.0,16000.0,643,261600.0,360,7.8,Rent,Graduate,No,2,Semiurban,0.248,1
L04261,Male,34,Middle-aged,Caucasian,20500.0,10400.0,637,102600.0,360,19.9,Own,Undergraduate,No,0,Semiurban,0.239,1
L04262,Female,31,Middle-aged,Caucasian,48800.0,0.0,626,151900.0,360,8.6,Own,Graduate,No,0,Rural,0.224,1
L04263,Male,36,Middle-aged,Caucasian,55500.0,11100.0,624,312000.0,180,10.1,Rent,Undergraduate,Yes,2,Rural,0.474,0
L04264,Male,35,Middle-aged,Caucasian,50300.0,16100.0,571,188300.0,120,4.3,Rent,Graduate,No,1,Urban,0.378,1
L04265,Female,48,Middle-aged,Caucasian,39300.0,0.0,619,169200.0,360,8.3,Mortgage,Undergraduate,No,0,Semiurban,0.31,0
L04266,Male,22,Young,Caucasian,20000.0,0.0,507,99200.0,360,2.5,Rent,Graduate,No,0,Rural,0.357,0
L04267,Female,28,Young,Caucasian,34900.0,0.0,590,137700.0,360,3.0,Mortgage,Graduate,No,0,Rural,0.284,1
L04268,Male,45,Middle-aged,Caucasian,100300.0,15500.0,676,521200.0,360,7.9,Rent,Graduate,No,0,Urban,0.324,1
L04269,Female,48,Middle-aged,African American,32000.0,0.0,476,153900.0,360,26.5,Rent,Graduate,No,0,Urban,0.346,0
L04270,Female,48,Middle-aged,African American,28200.0,0.0,603,88400.0,360,5.7,Mortgage,Graduate,No,0,Semiurban,0.226,0
L04271,Female,31,Middle-aged,African American,32100.0,13400.0,524,154100.0,180,3.3,Mortgage,Graduate,No,0,Semiurban,0.343,0
L04272,Female,29,Young,African American,36700.0,0.0,625,167200.0,360,3.0,Mortgage,Graduate,No,0,Semiurban,0.328,0
L04273,Male,34,Middle-aged,Caucasian,63800.0,26600.0,663,308100.0,360,10.2,Mortgage,Graduate,No,2,Urban,0.245,1
L04274,Male,43,Middle-aged,Caucasian,44700.0,0.0,597,188900.0,360,7.3,Own,Graduate,No,0,Semiurban,0.304,0
L04275,Female,58,Senior,Caucasian,49400.0,0.0,682,214300.0,120,8.4,Mortgage,Graduate,No,1,Rural,0.578,1
L04276,Female,18,Young,Asian,81500.0,0.0,650,272200.0,360,9.3,Mortgage,Graduate,No,0,Urban,0.24,1
L04277,Male,38,Middle-aged,African American,58700.0,28500.0,613,290200.0,180,4.8,Mortgage,Undergraduate,No,0,Urban,0.337,1
L04278,Male,25,Young,Caucasian,125000.0,17500.0,752,411600.0,360,3.5,Own,Graduate,No,0,Rural,0.208,1
L04279,Male,21,Young,Caucasian,37700.0,58000.0,541,229000.0,360,0.8,Rent,Graduate,No,0,Semiurban,0.172,1
L04280,Male,52,Middle-aged,Hispanic,86300.0,9200.0,758,378700.0,360,5.7,Mortgage,Graduate,No,3+,Rural,0.285,1
L04281,Male,47,Middle-aged,Caucasian,35700.0,0.0,608,153200.0,180,5.1,Rent,Graduate,No,0,Semiurban,0.435,0
L04282,Female,46,Middle-aged,Asian,48000.0,0.0,579,159800.0,360,6.3,Rent,Graduate,No,0,Semiurban,0.24,1
L04283,Male,52,Middle-aged,Caucasian,65700.0,0.0,632,308800.0,360,8.8,Mortgage,Graduate,No,0,Rural,0.338,1
L04284,Male,35,Middle-aged,Caucasian,40000.0,22700.0,541,200000.0,360,2.6,Mortgage,Graduate,No,0,Rural,0.229,1
L04285,Female,35,Middle-aged,Asian,43200.0,19700.0,657,272400.0,360,3.6,Rent,Graduate,No,1,Semiurban,0.312,0
L04286,Female,67,Senior,African American,45900.0,0.0,564,177700.0,360,8.3,Mortgage,Graduate,No,0,Rural,0.279,0
L04287,Female,38,Middle-aged,African American,24000.0,16700.0,682,109800.0,360,4.5,Rent,Graduate,No,0,Rural,0.194,1
L04288,Female,49,Middle-aged,Caucasian,81200.0,15500.0,605,421000.0,360,5.6,Mortgage,Undergraduate,No,0,Semiurban,0.313,0
L04289,Male,41,Middle-aged,Caucasian,28200.0,0.0,657,120600.0,360,4.5,Mortgage,Graduate,No,0,Rural,0.308,1
L04290,Female,18,Young,African American,69200.0,21900.0,606,313000.0,360,20.6,Rent,Graduate,No,2,Urban,0.247,0
L04291,Male,18,Young,Caucasian,73200.0,0.0,624,278200.0,360,4.5,Own,Graduate,Yes,0,Urban,0.273,0
L04292,Male,34,Middle-aged,Caucasian,47300.0,19700.0,576,193000.0,180,9.6,Mortgage,Undergraduate,No,0,Urban,0.292,1
L04293,Female,53,Middle-aged,Hispanic,31300.0,0.0,648,117900.0,120,13.8,Own,Graduate,Yes,0,Semiurban,0.502,1
L04294,Female,50,Middle-aged,Caucasian,34000.0,0.0,633,104200.0,360,10.3,Mortgage,Graduate,No,0,Semiurban,0.22,1
L04295,Male,51,Middle-aged,Caucasian,46400.0,0.0,549,191700.0,360,11.0,Mortgage,Undergraduate,No,3+,Semiurban,0.297,0
L04296,Male,29,Young,African American,38500.0,18100.0,539,241600.0,360,6.7,Mortgage,Graduate,No,0,Rural,0.307,0
L04297,Male,60,Senior,Hispanic,72900.0,11500.0,638,378500.0,360,11.5,Rent,Graduate,No,1,Urban,0.323,1
L04298,Male,29,Young,Caucasian,107700.0,0.0,607,330000.0,180,14.8,Own,Undergraduate,No,0,Semiurban,0.31,0
L04299,Male,43,Middle-aged,Caucasian,53100.0,9800.0,705,290600.0,360,4.8,Rent,Graduate,No,0,Semiurban,0.332,1
L04300,Female,40,Middle-aged,Asian,29700.0,19100.0,607,160300.0,360,4.9,Own,Graduate,No,0,Semiurban,0.236,1
L04301,Male,38,Middle-aged,Asian,39400.0,18000.0,564,168000.0,360,3.5,Mortgage,Graduate,No,1,Semiurban,0.211,1
L04302,Female,57,Senior,African American,29600.0,0.0,602,138900.0,180,14.9,Rent,Undergraduate,No,2,Semiurban,0.475,0
L04303,Female,32,Middle-aged,Caucasian,27600.0,0.0,562,102900.0,360,5.1,Own,Graduate,No,1,Semiurban,0.268,0
L04304,Female,24,Young,Caucasian,26000.0,20000.0,562,130900.0,360,12.8,Mortgage,Undergraduate,Yes,0,Rural,0.205,1
L04305,Female,41,Middle-aged,African American,73700.0,0.0,578,247900.0,360,6.1,Mortgage,Graduate,No,2,Rural,0.242,1
L04306,Male,36,Middle-aged,Hispanic,49800.0,0.0,568,203900.0,360,5.6,Mortgage,Graduate,No,0,Semiurban,0.295,0
L04307,Male,75,Senior,Hispanic,31600.0,0.0,706,101400.0,360,11.5,Mortgage,Graduate,No,3+,Urban,0.231,1
L04308,Female,49,Middle-aged,Caucasian,57800.0,0.0,653,275600.0,360,9.4,Own,Graduate,No,0,Rural,0.343,1
L04309,Female,36,Middle-aged,Caucasian,26000.0,0.0,588,105500.0,360,10.0,Mortgage,Graduate,No,0,Semiurban,0.292,0
L04310,Female,28,Young,Caucasian,26900.0,20900.0,586,152400.0,360,3.7,Mortgage,Undergraduate,No,0,Rural,0.229,0
L04311,Male,18,Young,Hispanic,32000.0,0.0,572,96100.0,360,5.0,Mortgage,Graduate,No,0,Urban,0.216,0
L04312,Female,28,Young,African American,61800.0,0.0,601,299100.0,360,2.6,Rent,Graduate,No,0,Rural,0.348,1
L04313,Male,42,Middle-aged,Caucasian,44300.0,0.0,652,182000.0,180,7.6,Mortgage,Undergraduate,No,0,Semiurban,0.416,0
L04314,Female,58,Senior,Caucasian,20000.0,17000.0,652,116000.0,180,10.0,Mortgage,Undergraduate,No,0,Semiurban,0.317,1
L04315,Female,54,Middle-aged,Caucasian,67600.0,19800.0,563,368400.0,360,16.4,Mortgage,Graduate,No,2,Urban,0.303,0
L04316,Male,43,Middle-aged,Caucasian,43400.0,14400.0,614,160500.0,360,15.1,Own,Graduate,No,0,Semiurban,0.2,1
L04317,Female,37,Middle-aged,Asian,20000.0,0.0,504,76500.0,360,6.2,Rent,Graduate,No,0,Urban,0.275,0
L04318,Male,44,Middle-aged,Asian,43200.0,0.0,661,185600.0,360,4.0,Mortgage,Undergraduate,No,2,Urban,0.309,1
L04319,Male,34,Middle-aged,Caucasian,60400.0,47200.0,668,345400.0,120,11.7,Own,Graduate,No,0,Semiurban,0.428,1
L04320,Male,61,Senior,Caucasian,57600.0,14800.0,623,223200.0,120,6.5,Mortgage,Graduate,No,2,Urban,0.411,1
L04321,Female,38,Middle-aged,Hispanic,75500.0,18300.0,633,313200.0,360,6.3,Mortgage,Graduate,No,1,Urban,0.24,0
L04322,Female,39,Middle-aged,Caucasian,29600.0,0.0,478,108800.0,180,3.2,Rent,Graduate,No,0,Semiurban,0.372,0
L04323,Female,18,Young,Caucasian,42500.0,0.0,642,222400.0,360,2.2,Rent,Undergraduate,No,0,Rural,0.376,0
L04324,Male,38,Middle-aged,Hispanic,33300.0,0.0,649,124300.0,360,8.1,Mortgage,Graduate,No,0,Urban,0.269,1
L04325,Female,51,Middle-aged,Asian,22500.0,15300.0,686,106100.0,360,7.3,Mortgage,Undergraduate,No,0,Rural,0.202,1
L04326,Female,28,Young,Asian,59400.0,0.0,701,288100.0,360,14.6,Mortgage,Graduate,No,2,Semiurban,0.349,1
L04327,Male,31,Middle-aged,Caucasian,59000.0,0.0,543,232900.0,120,7.1,Rent,Undergraduate,Yes,3+,Rural,0.526,0
L04328,Female,50,Middle-aged,Caucasian,46700.0,0.0,688,186700.0,360,10.0,Mortgage,Graduate,No,1,Urban,0.288,1
L04329,Male,23,Young,Caucasian,58100.0,0.0,692,246100.0,360,3.1,Own,Undergraduate,No,0,Urban,0.305,1
L04330,Female,53,Middle-aged,Caucasian,31700.0,0.0,538,137600.0,360,5.4,Own,Undergraduate,No,3+,Rural,0.312,0
L04331,Male,34,Middle-aged,Asian,32800.0,0.0,589,142000.0,180,9.1,Mortgage,Graduate,No,2,Semiurban,0.438,0
L04332,Male,36,Middle-aged,Caucasian,49800.0,15200.0,595,178200.0,360,9.0,Own,Graduate,No,1,Semiurban,0.197,1
L04333,Male,27,Young,African American,62400.0,0.0,664,302200.0,360,5.1,Rent,Undergraduate,No,0,Semiurban,0.348,1
L04334,Female,45,Middle-aged,Caucasian,79300.0,0.0,510,272700.0,360,6.7,Mortgage,Graduate,No,0,Rural,0.247,1
L04335,Male,70,Senior,Caucasian,67400.0,0.0,790,246500.0,180,11.7,Rent,Graduate,No,0,Urban,0.37,1
L04336,Male,50,Middle-aged,Hispanic,44600.0,0.0,626,151200.0,360,11.7,Mortgage,Undergraduate,No,0,Semiurban,0.244,1
L04337,Female,30,Middle-aged,Caucasian,46400.0,22300.0,660,275500.0,120,8.0,Mortgage,Graduate,Yes,0,Semiurban,0.534,0
L04338,Female,54,Middle-aged,Caucasian,41900.0,0.0,633,180700.0,360,10.8,Mortgage,Undergraduate,No,3+,Semiurban,0.31,1
L04339,Male,37,Middle-aged,Caucasian,32500.0,20900.0,634,205100.0,360,14.6,Mortgage,Graduate,No,1,Semiurban,0.276,1
L04340,Male,57,Senior,Caucasian,49500.0,0.0,508,221300.0,360,10.6,Own,Graduate,No,1,Rural,0.322,0
L04341,Male,50,Middle-aged,Caucasian,28700.0,17500.0,597,123000.0,360,4.9,Rent,Graduate,No,0,Urban,0.192,1
L04342,Male,18,Young,Caucasian,46600.0,0.0,638,171400.0,360,4.8,Mortgage,Graduate,No,0,Semiurban,0.265,1
L04343,Female,28,Young,African American,61300.0,0.0,631,253900.0,360,6.2,Own,Undergraduate,No,0,Semiurban,0.298,0
