application_id,annual_income,monthly_debt,fico_score,requested_amount,property_value,employment_length,loan_purpose,home_type,marital_status,num_dependents,education_level,loan_term_years,down_payment_pct,existing_mortgages,loan_approved
HL02877,161823.46,3706.54,709,800000.0,950038.66,34,Purchase,Condo,Single,5,PhD,30,0.083,1,1
HL02878,81287.03,4138.05,573,318953.28,350883.7,5,Refinance,Single Family,Married,5,Bachelor,30,0.091,0,0
HL02879,187560.83,4839.32,601,724936.19,939036.51,36,Purchase,Single Family,Married,5,Bachelor,30,0.228,0,1
HL02880,76187.37,4449.18,632,77356.28,89222.93,13,Purchase,Single Family,Single,4,High School,30,0.133,3,0
HL02881,116180.29,3002.67,654,282351.71,319402.39,8,Refinance,Single Family,Single,2,Bachelor,30,0.116,2,0
HL02882,260133.31,2650.26,688,120254.59,148279.39,18,Purchase,Single Family,Single,1,Bachelor,30,0.189,1,1
HL02883,81945.85,139.21,624,733621.57,952755.28,22,Purchase,Single Family,Married,1,Bachelor,20,0.23,2,1
HL02884,44568.53,1233.28,570,800000.0,925358.42,40,Purchase,Single Family,Married,0,High School,20,0.036,0,1
HL02885,43977.09,2298.07,583,800000.0,990340.53,27,Purchase,Single Family,Married,0,Bachelor,15,0.129,0,0
HL02886,283715.74,3142.52,750,66915.03,80041.9,15,Purchase,Single Family,Divorced,0,High School,30,0.164,1,1
HL02887,164403.12,2786.26,663,574998.14,638886.82,25,Refinance,Single Family,Married,1,High School,30,0.1,3,1
HL02888,137588.32,3713.18,610,694352.58,867940.72,37,Refinance,Condo,Married,2,High School,15,0.2,1,0
HL02889,247991.61,1398.83,741,188868.66,249826.27,39,Purchase,Multi Family,Single,0,High School,30,0.244,0,1
HL02890,254852.13,2824.76,559,614183.1,806014.57,24,Purchase,Townhouse,Single,0,High School,20,0.238,1,1
HL02891,116352.53,440.71,710,154527.34,169623.86,34,Purchase,Single Family,Single,1,High School,30,0.089,0,1
HL02892,215744.97,2068.33,572,256672.26,278991.59,4,Refinance,Single Family,Married,5,High School,30,0.08,2,0
HL02893,237058.77,3750.8,637,463196.01,610271.42,6,Purchase,Single Family,Single,2,High School,30,0.241,0,0
HL02894,205028.94,3467.0,650,704116.64,810260.8,22,Purchase,Single Family,Married,0,High School,30,0.131,0,1
HL02895,66688.65,4953.21,576,220930.96,239102.77,24,Purchase,Single Family,Married,2,High School,30,0.076,1,0
HL02896,265867.85,1389.46,733,230668.27,283376.25,0,Purchase,Single Family,Single,3,High School,30,0.186,1,1
HL02897,173251.0,2490.95,583,276636.96,305002.16,21,Refinance,Single Family,Married,5,Bachelor,30,0.093,1,0
HL02898,102679.92,1647.65,614,312963.49,343538.41,3,Purchase,Single Family,Single,5,PhD,30,0.089,2,0
HL02899,141937.75,2203.02,592,256311.38,329873.08,27,Purchase,Single Family,Married,0,Master,30,0.223,1,1
HL02900,35332.05,4284.75,582,485252.93,519542.75,13,Purchase,Single Family,Married,0,Bachelor,15,0.066,2,0
HL02901,60163.37,3421.05,576,774850.77,810513.36,32,Home Improvement,Single Family,Married,1,Bachelor,30,0.044,3,0
HL02902,235525.36,4412.21,672,517252.83,567785.76,3,Refinance,Condo,Single,5,High School,15,0.089,1,1
HL02903,25003.2,1017.56,535,792503.46,947970.65,10,Purchase,Single Family,Single,3,PhD,30,0.164,1,0
HL02904,139555.6,4366.81,594,800000.0,884177.07,38,Purchase,Single Family,Married,3,Bachelor,30,0.057,3,0
HL02905,168690.3,298.81,648,188218.85,217342.78,31,Refinance,Single Family,Single,3,Master,30,0.134,3,1
HL02906,40024.47,4443.0,617,108115.76,129946.83,3,Purchase,Condo,Divorced,4,High School,15,0.168,3,0
HL02907,292596.49,1645.37,666,800000.0,1062684.26,0,Home Improvement,Single Family,Single,1,Bachelor,30,0.217,0,1
HL02908,87184.47,1572.94,550,151460.34,164809.95,25,Purchase,Single Family,Divorced,1,High School,30,0.081,0,0
HL02909,108654.65,2560.44,635,191086.45,241881.58,32,Purchase,Single Family,Divorced,0,Master,30,0.21,0,1
HL02910,108584.19,4703.45,602,91708.14,99899.94,16,Refinance,Townhouse,Single,1,High School,30,0.082,3,0
HL02911,88364.58,238.91,635,641922.17,781878.41,26,Refinance,Single Family,Single,0,Bachelor,30,0.179,2,1
HL02912,25405.3,1761.15,517,638896.02,730166.88,4,Home Improvement,Single Family,Married,0,High School,30,0.125,1,0
HL02913,225569.82,4282.86,573,800000.0,1185266.62,6,Refinance,Single Family,Single,4,Master,15,0.055,0,0
HL02914,290882.51,1980.27,668,800000.0,1072798.95,24,Purchase,Multi Family,Married,1,High School,30,0.187,3,1
HL02915,86680.71,995.78,555,495297.08,537198.57,7,Refinance,Single Family,Single,1,Master,30,0.078,1,0
HL02916,207337.98,2123.97,649,459014.72,493034.07,33,Refinance,Single Family,Single,4,Bachelor,30,0.069,0,1
HL02917,229021.49,1927.76,632,364382.06,408958.54,40,Purchase,Single Family,Single,4,Bachelor,30,0.109,3,1
HL02918,258316.98,4577.08,716,203574.13,246457.79,3,Purchase,Single Family,Single,1,High School,30,0.174,1,1
HL02919,141223.03,3809.67,606,211686.24,230344.11,11,Purchase,Single Family,Married,1,Master,15,0.081,0,0
HL02920,108306.0,2525.58,611,208151.83,223819.17,30,Purchase,Single Family,Divorced,0,Bachelor,30,0.07,0,1
HL02921,114456.16,4941.85,615,196870.97,203379.1,10,Refinance,Condo,Single,2,High School,15,0.032,0,0
HL02922,220970.87,2326.39,670,299268.86,345576.05,36,Purchase,Single Family,Married,5,Bachelor,30,0.134,0,1
HL02923,249614.35,291.19,673,367921.94,420002.21,35,Purchase,Single Family,Married,0,High School,30,0.124,0,1
HL02924,74943.84,1311.37,613,800000.0,1156776.34,21,Refinance,Single Family,Single,3,High School,15,0.081,3,0
HL02925,127008.78,2180.35,573,695299.55,725782.41,0,Purchase,Single Family,Married,3,Bachelor,30,0.042,1,0
HL02926,273033.55,784.51,756,800000.0,1186045.25,3,Purchase,Single Family,Married,2,Bachelor,30,0.124,0,1
HL02927,246840.72,4737.83,661,393738.18,494025.32,35,Refinance,Single Family,Single,5,Bachelor,30,0.203,1,1
HL02928,295836.06,3834.24,632,479531.76,589829.96,7,Purchase,Single Family,Married,4,Bachelor,30,0.187,0,1
HL02929,232418.27,1341.44,675,343757.92,440150.99,24,Purchase,Single Family,Married,3,Bachelor,30,0.219,3,1
HL02930,133128.68,2954.02,574,271764.65,280748.61,27,Purchase,Multi Family,Single,4,Master,15,0.032,3,1
HL02931,187425.4,3607.25,676,178697.65,236060.3,37,Refinance,Condo,Married,4,High School,15,0.243,1,1
HL02932,206778.92,4706.39,763,800000.0,1138214.1,35,Purchase,Single Family,Single,0,Bachelor,30,0.105,0,1
HL02933,46575.35,4408.18,533,800000.0,1185162.02,35,Purchase,Single Family,Married,4,Master,30,0.248,3,0
HL02934,174736.66,2575.96,653,114728.19,125523.18,40,Purchase,Townhouse,Married,2,Bachelor,30,0.086,0,1
HL02935,220063.23,3873.26,572,211424.47,244139.11,3,Refinance,Single Family,Single,0,Bachelor,30,0.134,0,1
HL02936,71013.36,2810.72,608,491906.42,551464.6,12,Purchase,Single Family,Married,2,Bachelor,30,0.108,2,0
HL02937,239673.72,2763.52,625,253885.64,284625.16,37,Refinance,Single Family,Married,4,Master,30,0.108,3,1
HL02938,185537.51,573.71,611,380226.87,484365.44,24,Refinance,Single Family,Married,3,Bachelor,30,0.215,1,1
HL02939,286860.99,630.69,638,177508.11,220233.39,2,Purchase,Townhouse,Single,5,High School,30,0.194,1,1
HL02940,36666.13,2647.67,604,442608.95,588575.73,31,Home Improvement,Townhouse,Married,4,Bachelor,15,0.248,0,0
HL02941,97964.69,1344.31,649,317848.13,380656.44,38,Purchase,Single Family,Married,2,High School,30,0.165,0,1
HL02942,190427.32,105.18,646,408735.29,470893.19,0,Purchase,Single Family,Married,1,High School,30,0.132,0,1
HL02943,106553.98,3614.2,560,172046.64,181101.73,10,Refinance,Single Family,Married,1,Bachelor,30,0.05,2,0
HL02944,221466.65,162.43,740,418039.69,556644.06,1,Purchase,Single Family,Single,3,High School,30,0.249,0,1
HL02945,233726.45,2976.38,629,800000.0,1181164.81,4,Refinance,Single Family,Single,5,Bachelor,20,0.151,0,1
HL02946,53191.89,2695.97,468,363068.74,444937.18,21,Home Improvement,Multi Family,Married,2,Bachelor,30,0.184,1,0
HL02947,166309.98,4844.07,656,800000.0,1060982.93,12,Refinance,Single Family,Married,3,Master,30,0.119,2,1
HL02948,164944.9,2421.07,577,800000.0,1023599.03,22,Purchase,Single Family,Divorced,0,High School,15,0.15,1,0
HL02949,126552.21,318.01,662,800000.0,1146065.72,30,Refinance,Single Family,Single,4,High School,30,0.237,2,1
HL02950,281554.34,2758.44,671,800000.0,963873.2,34,Purchase,Multi Family,Married,0,Bachelor,30,0.067,2,1
HL02951,252564.24,4205.48,706,740244.07,817046.43,37,Purchase,Single Family,Married,1,High School,30,0.094,3,1
HL02952,216732.58,4984.25,728,800000.0,1038657.5,40,Purchase,Single Family,Married,4,High School,15,0.063,3,1
HL02953,221439.82,2151.72,600,127439.81,160100.27,34,Purchase,Single Family,Married,0,Master,30,0.204,3,1
HL02954,151971.94,1601.49,597,569474.37,595684.49,12,Purchase,Condo,Single,1,High School,15,0.044,1,1
HL02955,278273.49,4533.27,685,800000.0,1187913.27,6,Refinance,Single Family,Married,5,Bachelor,30,0.048,3,1
HL02956,216013.74,956.21,734,800000.0,940800.17,4,Refinance,Townhouse,Married,0,High School,30,0.096,3,1
HL02957,225469.79,3077.14,629,800000.0,1157334.8,28,Refinance,Single Family,Single,4,High School,30,0.143,1,1
HL02958,261965.0,2028.57,651,800000.0,952088.65,7,Purchase,Single Family,Married,0,High School,30,0.119,2,1
HL02959,100369.69,205.41,624,800000.0,1059242.21,7,Purchase,Condo,Married,4,Bachelor,30,0.04,2,1
HL02960,246944.5,1736.44,644,660212.99,869845.84,6,Home Improvement,Condo,Single,0,Master,30,0.241,0,1
HL02961,78691.17,1326.14,596,707229.21,930564.75,18,Refinance,Single Family,Single,3,Bachelor,15,0.24,0,0
HL02962,119969.04,3430.46,532,603189.91,663575.26,38,Refinance,Single Family,Married,5,Bachelor,30,0.091,3,0
HL02963,117292.87,4743.95,719,800000.0,1114767.41,22,Home Improvement,Multi Family,Single,0,Bachelor,20,0.191,1,1
HL02964,294094.5,1340.24,629,800000.0,1003168.77,35,Purchase,Single Family,Single,0,High School,30,0.157,2,1
HL02965,260547.74,4057.33,664,800000.0,1024370.59,31,Purchase,Single Family,Married,3,Bachelor,30,0.082,1,1
HL02966,217821.71,276.8,657,758907.34,832135.24,3,Purchase,Single Family,Single,1,Bachelor,30,0.088,0,1
HL02967,224940.61,2690.61,758,360016.4,417652.44,29,Purchase,Single Family,Married,4,Bachelor,20,0.138,3,1
HL02968,179570.02,352.75,573,101043.33,115083.52,38,Refinance,Condo,Single,2,High School,20,0.122,0,1
HL02969,285449.93,4670.16,791,800000.0,1127612.02,4,Purchase,Single Family,Married,1,Master,30,0.094,0,1
HL02970,161471.16,3831.76,668,581633.23,734385.39,2,Purchase,Single Family,Single,4,Bachelor,30,0.208,2,1
HL02971,129642.37,3289.75,635,354594.97,410410.84,21,Purchase,Single Family,Single,0,High School,20,0.136,1,1
HL02972,69834.72,4119.48,535,200533.8,242777.0,27,Purchase,Townhouse,Married,1,Bachelor,30,0.174,2,0
HL02973,241206.55,3237.6,699,800000.0,1008213.56,21,Purchase,Townhouse,Single,0,High School,30,0.072,2,1
HL02974,226972.08,4844.72,627,800000.0,1016085.22,21,Purchase,Condo,Married,1,High School,30,0.147,0,1
HL02975,130697.64,3569.79,678,800000.0,991321.46,33,Refinance,Single Family,Married,1,Bachelor,30,0.1,3,1
HL02976,31928.19,4623.29,517,683813.2,800718.03,28,Purchase,Single Family,Married,2,High School,30,0.146,0,0
HL02977,255724.27,2585.66,672,388440.31,486767.31,12,Purchase,Townhouse,Single,3,High School,30,0.202,1,1
HL02978,28139.95,585.32,536,334080.34,417079.07,6,Purchase,Condo,Married,1,High School,15,0.199,3,0
HL02979,218517.44,2640.89,609,75484.72,84624.12,9,Purchase,Condo,Married,0,High School,30,0.108,2,0
HL02980,291820.71,634.36,732,800000.0,1012808.5,27,Purchase,Single Family,Single,2,High School,30,0.183,1,1
HL02981,145356.87,2962.47,649,132275.04,173361.78,3,Home Improvement,Single Family,Single,1,High School,15,0.237,1,1
HL02982,89617.69,2412.47,655,652786.68,784599.37,31,Purchase,Condo,Married,3,High School,30,0.168,1,1
HL02983,218839.53,3112.88,570,601633.01,642084.32,21,Refinance,Single Family,Divorced,0,Master,15,0.063,1,0
HL02984,249710.24,50.23,728,547370.93,667525.53,19,Purchase,Single Family,Single,2,Master,30,0.18,0,1
HL02985,175268.34,974.2,762,800000.0,1117551.95,19,Purchase,Single Family,Divorced,4,Master,20,0.053,1,1
HL02986,290934.7,2456.65,672,86021.04,110566.89,5,Refinance,Single Family,Married,5,High School,30,0.222,0,1
HL02987,39208.9,4752.52,664,800000.0,945066.25,8,Purchase,Condo,Single,3,Bachelor,30,0.144,3,0
HL02988,163818.79,1918.05,618,118199.67,133558.95,27,Purchase,Single Family,Married,4,Bachelor,20,0.115,1,1
HL02989,222574.84,2121.86,592,112852.13,117922.81,12,Purchase,Condo,Single,4,High School,30,0.043,0,1
HL02990,262226.13,3573.48,665,494870.79,558544.91,30,Purchase,Single Family,Married,2,Master,15,0.114,1,1
HL02991,74295.29,3018.96,639,112534.83,145959.57,38,Purchase,Townhouse,Married,2,PhD,30,0.229,3,1
HL02992,245000.96,1494.63,630,800000.0,962786.95,13,Refinance,Single Family,Married,2,Bachelor,30,0.035,2,1
HL02993,176994.45,2054.08,608,580876.84,670758.48,21,Purchase,Condo,Divorced,4,High School,30,0.134,3,1
HL02994,134052.26,1088.5,646,82366.5,107668.63,36,Home Improvement,Single Family,Single,5,Bachelor,30,0.235,2,1
HL02995,61221.63,4830.11,580,106457.37,120563.27,23,Purchase,Single Family,Married,0,High School,15,0.117,0,0
HL02996,262956.33,653.17,710,669484.84,764252.1,7,Purchase,Single Family,Single,2,High School,30,0.124,3,1
HL02997,68250.13,1859.18,596,800000.0,981875.79,14,Purchase,Townhouse,Married,3,Bachelor,30,0.157,0,1
HL02998,110191.66,129.19,629,492611.24,567524.47,40,Purchase,Single Family,Married,2,High School,30,0.132,3,1
HL02999,104762.52,1108.9,580,652076.74,698903.26,5,Purchase,Single Family,Married,5,High School,30,0.067,1,1
HL03000,264638.86,3902.36,693,800000.0,974808.14,22,Purchase,Single Family,Married,2,High School,30,0.034,2,1
HL03001,209993.32,1005.88,608,636881.06,761819.45,24,Home Improvement,Single Family,Divorced,5,Bachelor,30,0.164,1,1
HL03002,244087.38,400.32,736,251464.99,327855.27,30,Refinance,Townhouse,Single,2,PhD,30,0.233,0,1
HL03003,93878.67,2372.27,565,724155.3,764683.53,28,Refinance,Single Family,Single,4,Bachelor,30,0.053,1,0
HL03004,196840.38,49.85,704,722396.5,781814.39,22,Purchase,Single Family,Single,5,High School,30,0.076,2,1
HL03005,182230.15,423.83,629,800000.0,900870.35,9,Home Improvement,Single Family,Married,0,Bachelor,20,0.111,2,1
HL03006,254028.35,4038.13,687,612598.9,773483.46,8,Purchase,Single Family,Married,2,Bachelor,15,0.208,2,1
HL03007,274173.94,3857.37,662,800000.0,1165397.4,12,Refinance,Single Family,Married,4,Master,30,0.089,2,1
HL03008,28343.11,4575.69,513,230432.7,296949.35,31,Purchase,Single Family,Married,3,Bachelor,30,0.224,2,0
HL03009,210355.48,4272.58,567,800000.0,1144977.01,40,Purchase,Single Family,Married,0,High School,15,0.042,0,1
HL03010,39254.84,3415.88,516,519322.16,680631.93,0,Home Improvement,Single Family,Single,4,High School,15,0.237,1,0
HL03011,175936.13,261.66,621,703815.21,830950.66,0,Purchase,Condo,Married,5,Master,30,0.153,3,1
HL03012,104099.0,3914.24,612,154187.8,186894.3,36,Refinance,Single Family,Single,1,High School,30,0.175,1,1
HL03013,109363.56,4227.55,655,447298.51,503147.93,39,Purchase,Single Family,Divorced,3,Bachelor,30,0.111,1,0
HL03014,122063.59,3995.41,588,750560.13,940551.54,17,Purchase,Single Family,Married,3,High School,15,0.202,0,0
HL03015,195855.42,2542.4,603,800000.0,870274.89,35,Refinance,Single Family,Married,1,Bachelor,30,0.067,0,1
HL03016,116863.74,1164.51,536,115230.38,120156.81,30,Refinance,Single Family,Married,4,High School,30,0.041,0,1
HL03017,226492.24,4226.65,687,609198.08,689918.55,0,Refinance,Single Family,Married,4,High School,30,0.117,0,1
HL03018,136245.03,3635.81,687,136312.74,174312.97,35,Purchase,Townhouse,Married,5,Bachelor,30,0.218,1,1
HL03019,43797.13,4903.81,635,800000.0,1195338.48,8,Purchase,Townhouse,Single,3,Bachelor,15,0.196,2,0
HL03020,240533.96,778.46,705,800000.0,1084458.66,21,Purchase,Condo,Single,4,High School,30,0.144,2,1
HL03021,103583.54,1128.32,633,83316.08,98715.74,27,Purchase,Single Family,Divorced,1,Bachelor,30,0.156,0,0
HL03022,144010.89,1058.99,706,800000.0,1040980.78,25,Refinance,Single Family,Married,4,High School,20,0.059,3,1
HL03023,213497.07,3962.7,673,800000.0,1109358.3,9,Purchase,Multi Family,Divorced,3,Bachelor,30,0.215,1,1
HL03024,116425.44,934.54,640,376775.17,472741.75,2,Purchase,Single Family,Divorced,4,Bachelor,30,0.203,1,0
HL03025,40561.06,333.3,554,730546.91,884439.36,1,Refinance,Single Family,Married,0,Bachelor,30,0.174,3,0
HL03026,127828.29,4992.8,545,496241.94,572366.71,36,Purchase,Single Family,Married,1,Bachelor,30,0.133,0,0
HL03027,284723.36,124.09,658,615599.5,812136.55,30,Refinance,Single Family,Single,1,Master,30,0.242,1,1
HL03028,201476.96,4176.22,650,355754.95,457857.08,32,Home Improvement,Single Family,Single,2,High School,30,0.223,3,1
HL03029,209656.77,1826.83,657,362563.93,437879.14,31,Purchase,Townhouse,Married,4,High School,30,0.172,2,1
HL03030,198877.59,4208.08,745,490609.45,552488.12,11,Purchase,Single Family,Single,5,Bachelor,30,0.112,3,1
HL03031,79722.84,2773.1,593,199128.95,238763.73,2,Purchase,Single Family,Single,1,Bachelor,30,0.166,3,0
HL03032,140041.81,4508.16,678,800000.0,1010031.33,25,Refinance,Single Family,Married,4,Bachelor,15,0.157,0,1
HL03033,231508.44,4630.96,644,412612.77,467285.13,13,Purchase,Single Family,Divorced,0,Bachelor,30,0.117,1,1
HL03034,52877.55,45.49,560,474226.93,525168.25,11,Refinance,Single Family,Divorced,3,Bachelor,15,0.097,3,0
HL03035,101409.51,377.06,534,800000.0,1080811.44,25,Purchase,Single Family,Single,3,Master,30,0.12,1,1
HL03036,100987.75,1251.79,563,534844.31,633701.79,15,Refinance,Single Family,Divorced,2,Bachelor,30,0.156,1,1
HL03037,143805.21,3346.58,648,602062.23,687285.65,7,Refinance,Single Family,Married,2,High School,30,0.124,0,0
HL03038,294601.4,4441.36,697,800000.0,1151060.39,27,Home Improvement,Single Family,Married,5,Master,20,0.088,2,1
HL03039,43563.2,2299.71,618,800000.0,1072567.18,6,Purchase,Single Family,Single,1,Master,30,0.197,1,0
HL03040,167642.77,3034.87,642,226599.49,265650.05,14,Purchase,Single Family,Married,5,High School,30,0.147,0,1
HL03041,74325.29,942.5,569,580035.4,607366.91,40,Purchase,Single Family,Married,1,High School,30,0.045,0,0
HL03042,291936.05,4024.83,803,800000.0,1167708.26,35,Purchase,Single Family,Married,1,Bachelor,30,0.111,3,1
HL03043,56158.46,4836.64,573,382781.87,493912.09,7,Purchase,Single Family,Single,0,High School,30,0.225,1,0
HL03044,135990.28,1342.99,676,396387.88,493019.75,9,Home Improvement,Single Family,Married,2,Bachelor,30,0.196,0,1
HL03045,227918.37,2474.13,643,264673.7,294409.01,14,Refinance,Single Family,Divorced,2,PhD,30,0.101,2,0
HL03046,218752.47,430.58,694,155560.71,203613.5,17,Purchase,Single Family,Divorced,3,High School,15,0.236,3,1
HL03047,141250.38,2795.68,667,800000.0,907842.89,36,Refinance,Condo,Single,2,High School,15,0.047,2,1
HL03048,120294.15,2513.92,620,714434.77,941284.28,40,Purchase,Single Family,Married,2,Bachelor,30,0.241,0,1
HL03049,134343.4,722.18,499,800000.0,1165139.58,34,Purchase,Single Family,Single,0,High School,30,0.084,3,0
HL03050,97675.97,2210.33,599,800000.0,945095.49,1,Refinance,Townhouse,Married,5,Master,30,0.032,1,0
HL03051,81466.56,1670.52,652,305175.12,348771.56,21,Home Improvement,Single Family,Married,1,High School,30,0.125,3,1
HL03052,157835.92,2609.15,655,107036.85,120131.15,14,Purchase,Single Family,Single,5,Bachelor,30,0.109,3,1
HL03053,98846.78,2928.27,621,800000.0,1183617.06,36,Refinance,Single Family,Divorced,0,High School,30,0.149,2,0
HL03054,104051.96,42.48,515,364115.59,458007.03,38,Refinance,Single Family,Married,4,Bachelor,30,0.205,1,1
HL03055,205607.92,3805.03,616,334384.87,425967.99,35,Purchase,Single Family,Single,3,Bachelor,30,0.215,0,1
HL03056,291347.77,3565.07,716,800000.0,1094199.61,4,Purchase,Condo,Single,3,Master,30,0.118,2,1
HL03057,191000.23,1831.43,666,641582.72,733237.39,14,Refinance,Single Family,Single,3,Bachelor,30,0.125,1,1
HL03058,46169.35,264.68,633,296776.08,316730.07,26,Refinance,Single Family,Married,5,Master,20,0.063,0,1
HL03059,45785.49,3774.66,565,800000.0,1075233.27,15,Purchase,Single Family,Single,1,Bachelor,15,0.04,3,0
HL03060,286641.39,4775.88,713,800000.0,1192530.96,35,Purchase,Single Family,Married,1,Master,30,0.171,1,1
HL03061,106754.97,1200.76,604,164922.79,172513.38,37,Refinance,Single Family,Married,1,High School,30,0.044,2,1
HL03062,50318.42,1617.62,525,800000.0,1045033.08,17,Refinance,Single Family,Married,3,Bachelor,30,0.191,0,0
HL03063,189737.26,919.06,532,437694.97,514330.16,34,Purchase,Single Family,Single,3,High School,15,0.149,0,0
HL03064,196503.41,2884.68,669,615402.47,664581.5,24,Purchase,Single Family,Married,5,High School,30,0.074,1,1
HL03065,203338.83,774.21,660,800000.0,1104167.97,21,Refinance,Single Family,Single,5,Bachelor,30,0.149,1,1
HL03066,98535.56,1780.97,568,800000.0,1170051.6,30,Refinance,Single Family,Divorced,3,Bachelor,30,0.07,3,1
HL03067,29155.44,3485.07,483,322952.73,369934.4,36,Refinance,Condo,Married,4,Bachelor,20,0.127,0,0
HL03068,290379.23,2800.58,726,249678.95,314457.12,33,Home Improvement,Single Family,Single,4,High School,30,0.206,3,1
HL03069,93995.59,1932.31,583,143724.42,165581.13,22,Refinance,Single Family,Married,5,High School,15,0.132,3,1
HL03070,210907.23,2101.25,683,662480.16,707022.58,15,Home Improvement,Condo,Married,3,High School,30,0.063,2,1
HL03071,219323.21,2810.55,752,73237.31,90304.94,5,Home Improvement,Townhouse,Single,1,PhD,30,0.189,2,1
HL03072,192752.04,29.32,539,500160.2,538385.58,14,Refinance,Condo,Married,1,High School,30,0.071,1,0
HL03073,111049.53,392.55,570,127306.07,157557.02,17,Refinance,Single Family,Married,4,High School,30,0.192,1,0
HL03074,99551.47,4406.29,589,459210.34,530879.01,37,Refinance,Multi Family,Single,4,Bachelor,30,0.135,1,0
HL03075,189358.78,389.39,717,104333.63,119923.71,12,Refinance,Single Family,Single,3,High School,30,0.13,2,1
HL03076,263176.3,3534.02,599,794447.01,1014619.42,23,Purchase,Single Family,Married,3,High School,30,0.217,3,1
HL03077,285351.78,4600.19,789,253118.49,310956.37,12,Purchase,Multi Family,Married,1,Bachelor,30,0.186,3,1
HL03078,54124.1,1353.42,583,427906.45,444347.3,0,Purchase,Condo,Married,5,Bachelor,30,0.037,2,0
HL03079,67577.87,1852.46,578,800000.0,1053804.0,35,Purchase,Single Family,Single,2,Master,30,0.095,1,1
HL03080,284802.47,2844.61,682,711519.37,914549.32,17,Purchase,Condo,Single,5,Master,30,0.222,1,1
HL03081,227547.19,4408.54,641,310489.94,321418.16,32,Home Improvement,Single Family,Married,1,Master,30,0.034,3,1
HL03082,267823.3,4709.53,736,132503.82,155886.85,37,Purchase,Single Family,Married,5,High School,30,0.15,0,1
HL03083,80723.97,3697.82,536,712907.73,880133.0,5,Purchase,Single Family,Married,1,High School,30,0.19,0,0
HL03084,186586.11,433.1,660,428612.13,514540.37,16,Purchase,Multi Family,Single,3,High School,30,0.167,0,1
HL03085,217813.39,3345.77,639,752282.52,936840.0,3,Purchase,Single Family,Single,2,Bachelor,20,0.197,0,1
HL03086,212030.77,2051.52,617,466524.86,575956.62,13,Refinance,Condo,Married,2,Bachelor,30,0.19,1,1
HL03087,137241.71,2353.5,747,379758.72,464252.71,29,Purchase,Single Family,Married,3,Bachelor,30,0.182,2,1
HL03088,29233.6,245.74,585,459676.2,582606.08,19,Purchase,Condo,Single,0,High School,30,0.211,2,0
HL03089,185304.67,955.31,673,759382.7,917128.86,7,Refinance,Single Family,Single,3,High School,30,0.172,0,1
HL03090,94602.92,3952.57,654,800000.0,1089997.82,1,Purchase,Single Family,Divorced,4,Bachelor,15,0.119,2,0
HL03091,148819.92,2269.79,553,113435.69,130988.1,36,Refinance,Condo,Divorced,5,High School,30,0.134,3,1
HL03092,288334.78,1508.31,781,539675.89,664625.48,3,Purchase,Single Family,Single,2,Bachelor,15,0.188,0,1
HL03093,134734.71,1920.1,491,86977.27,111939.86,9,Purchase,Single Family,Single,3,Master,20,0.223,1,0
HL03094,255945.44,4272.0,639,547784.27,601960.74,19,Purchase,Single Family,Single,1,High School,15,0.09,0,1
HL03095,76848.67,3745.0,565,800000.0,1070943.18,34,Purchase,Single Family,Single,1,Bachelor,15,0.105,3,0
HL03096,209926.64,1361.58,684,368568.62,481789.05,9,Purchase,Single Family,Married,5,Bachelor,30,0.235,2,1
HL03097,293676.91,587.51,707,800000.0,1124006.72,27,Purchase,Single Family,Single,1,High School,15,0.157,2,1
HL03098,53020.6,1259.99,568,730308.55,784434.53,14,Refinance,Single Family,Married,3,High School,30,0.069,2,0
HL03099,27287.98,4603.78,563,800000.0,1125924.76,35,Refinance,Condo,Married,0,High School,30,0.176,1,0
HL03100,144235.27,2907.94,573,696962.96,926812.45,0,Purchase,Townhouse,Married,4,Bachelor,30,0.248,0,0
HL03101,50472.01,2667.4,500,150986.64,191364.56,21,Purchase,Condo,Married,1,High School,20,0.211,1,0
HL03102,230805.7,2981.97,701,270046.5,335045.29,26,Home Improvement,Single Family,Single,3,Master,30,0.194,3,1
HL03103,276500.88,1830.14,722,479040.19,518441.76,28,Purchase,Condo,Single,0,PhD,20,0.076,1,1
HL03104,144355.77,4035.54,701,206969.68,266370.24,14,Purchase,Single Family,Divorced,2,High School,30,0.223,0,1
HL03105,96145.7,2616.43,558,539536.33,631775.56,9,Purchase,Condo,Married,2,High School,30,0.146,2,0
HL03106,144460.91,583.74,656,468493.83,605289.18,19,Refinance,Single Family,Married,5,Bachelor,30,0.226,2,1
HL03107,223948.15,645.33,647,800000.0,1150791.6,21,Purchase,Single Family,Single,4,Master,30,0.103,2,1
HL03108,27489.89,2684.3,623,538174.34,562943.87,8,Home Improvement,Single Family,Divorced,3,High School,15,0.044,2,0
HL03109,187099.85,4682.85,694,800000.0,958830.15,31,Purchase,Single Family,Single,3,Bachelor,15,0.135,1,1
HL03110,193655.21,1541.76,657,800000.0,1134649.36,16,Purchase,Townhouse,Single,1,Master,30,0.089,0,1
HL03111,200364.27,4347.71,633,800000.0,1061612.43,18,Purchase,Condo,Divorced,0,High School,20,0.187,0,1
HL03112,91556.07,3820.48,643,235101.07,309751.08,39,Purchase,Single Family,Married,4,High School,30,0.241,0,1
HL03113,221364.5,1239.06,693,517821.51,633033.63,26,Purchase,Condo,Married,0,PhD,30,0.182,1,1
